"","Province_State","Admin2","Lat","Long_","8/31/22"
"58","Alabama","Shelby",33.26879845,-86.66232561,68837
"59","Alabama","St. Clair",33.71902176,-86.31029372,28971
"60","Alabama","Sumter",32.59117397,-88.19916205,2901
"61","Alabama","Talladega",33.37823223,-86.16886178,25628
"62","Alabama","Tallapoosa",32.86698258,-85.79833053,13069
"63","Alabama","Tuscaloosa",33.28726072,-87.52556818,63829
"64","Alabama","Walker",33.80270512,-87.30027177,21446
"65","Alabama","Washington",31.4092794,-88.20689944,4099
"66","Alabama","Wilcox",31.98773215,-87.30891118,3336
"67","Alabama","Winston",34.15030532,-87.37325922,8388
"68","Arizona","Apache",35.39465006,-109.4892383,30733
"69","Arizona","Cochise",31.87934684,-109.7516088,35747
"70","Arizona","Coconino",35.83883429,-111.7707178,49210
"71","Arizona","Gila",33.80190085,-110.8132779,19634
"72","Arizona","Graham",32.93166885,-109.8882178,13323
"73","Arizona","Greenlee",33.21498827,-109.2405279,2448
"74","Arizona","La Paz",33.72854224,-113.9810029,5729
"75","Arizona","Maricopa",33.34835867,-112.4918154,1415836
"76","Arizona","Mohave",35.70471703,-113.7577902,63492
"77","Arizona","Navajo",35.3997715,-110.3218983,43756
"78","Arizona","Pima",32.0971334,-111.7890033,288089
"79","Arizona","Pinal",32.90525627,-111.3449483,146175
"80","Arizona","Santa Cruz",31.52508998,-110.8479088,18415
"81","Arizona","Yavapai",34.59933926,-112.5538588,54458
"82","Arizona","Yuma",32.76895712,-113.9066674,67329
"83","Arkansas","Arkansas",34.29145151,-91.37277296,6453
"84","Arkansas","Ashley",33.19153461,-91.7698471,5693
"85","Arkansas","Baxter",36.28784385,-92.33782872,9931
"86","Arkansas","Benton",36.33644656,-94.25680817,72709
"87","Arkansas","Boone",36.3084504,-93.09374925,10396
"88","Arkansas","Bradley",33.46755808,-92.15980837,3369
"89","Arkansas","Calhoun",33.55598792,-92.49974403,1113
"90","Arkansas","Carroll",36.3403856,-93.54270261,6784
"91","Arkansas","Chicot",33.26458973,-91.29539209,2974
"92","Arkansas","Clark",34.04613432,-93.17484713,6016
"93","Arkansas","Clay",36.36826212,-90.4148172,4621
"94","Arkansas","Cleburne",35.53864922,-92.02640019,7389
"95","Arkansas","Cleveland",33.89723187,-92.18537045,2491
"96","Arkansas","Columbia",33.21230701,-93.22642793,6084
"97","Arkansas","Conway",35.26205537,-92.70506566,6007
"98","Arkansas","Craighead",35.83018283,-90.63235729,42592
"99","Arkansas","Crawford",35.58928601,-94.2446814,17494
"100","Arkansas","Crittenden",35.21247318,-90.30839406,15689
"101","Arkansas","Cross",35.29631396,-90.77185818,5390
"102","Arkansas","Dallas",33.97042763,-92.65167437,1935
"103","Arkansas","Desha",33.83011025,-91.25500948,3410
"104","Arkansas","Drew",33.59035001,-91.71777921,5173
"105","Arkansas","Faulkner",35.14719007,-92.33717519,39663
"106","Arkansas","Franklin",35.51202821,-93.89299569,4171
"107","Arkansas","Fulton",36.38177105,-91.81729127,2932
"108","Arkansas","Garland",34.57692074,-93.14921604,25370
"109","Arkansas","Grant",34.29017991,-92.42320562,4900
"110","Arkansas","Greene",36.1173546,-90.55832668,17917
"111","Arkansas","Hempstead",33.73325583,-93.66935133,5223
"112","Arkansas","Hot Spring",34.31709259,-92.95396325,12317
"113","Arkansas","Howard",34.09007427,-93.9934871,4298
"114","Arkansas","Independence",35.74242707,-91.57001641,11852
"115","Arkansas","Izard",36.09604046,-91.90847954,4340
"116","Arkansas","Jackson",35.59802983,-91.21494602,6691
"117","Arkansas","Jefferson",34.26767081,-91.92619839,20836
"118","Arkansas","Johnson",35.56759135,-93.46036368,7579
"119","Arkansas","Lafayette",33.24116713,-93.60677071,1421
"120","Arkansas","Lawrence",36.04188196,-91.10867198,5970
"121","Arkansas","Lee",34.78498904,-90.78383866,3189
"122","Arkansas","Lincoln",33.95317155,-91.74002806,5199
"123","Arkansas","Little River",33.70375665,-94.23468591,3621
"124","Arkansas","Logan",35.21413234,-93.71951016,5637
"125","Arkansas","Lonoke",34.75392199,-91.88742357,22305
"126","Arkansas","Madison",36.01038185,-93.72524943,4459
"127","Arkansas","Marion",36.26844485,-92.68451899,3800
"128","Arkansas","Miller",33.31403423,-93.89285258,10795
"129","Arkansas","Mississippi",35.76271485,-90.0519437,15062
"130","Arkansas","Monroe",34.6815935,-91.20540287,2152
"131","Arkansas","Montgomery",34.53704874,-93.65824478,1684
"132","Arkansas","Nevada",33.66340119,-93.30632432,2490
"133","Arkansas","Newton",35.91947491,-93.21612969,1880
"134","Arkansas","Ouachita",33.58839816,-92.87795984,6244
"135","Arkansas","Perry",34.9459153,-92.94372564,2805
"136","Arkansas","Phillips",34.43268455,-90.84800154,5324
"137","Arkansas","Pike",34.16250414,-93.65789349,2772
"138","Arkansas","Poinsett",35.57433534,-90.66268713,9123
"139","Arkansas","Polk",34.48254879,-94.22728802,4435
"140","Arkansas","Pope",35.44871474,-93.03212219,20020
"141","Arkansas","Prairie",34.83624419,-91.55162157,2203
"142","Arkansas","Pulaski",34.77054088,-92.31355101,118526
"143","Arkansas","Randolph",36.3415714,-91.02455531,5812
"144","Arkansas","Saline",34.64916145,-92.67583224,34332
"145","Arkansas","Scott",34.85588887,-94.0632176,2659
"146","Arkansas","Searcy",35.9109364,-92.69936482,2334
"147","Arkansas","Sebastian",35.19605503,-94.27162713,36624
"148","Arkansas","Sevier",33.99780401,-94.2424869,6689
"149","Arkansas","Sharp",36.16258158,-91.47819342,5308
"150","Arkansas","St. Francis",35.02201976,-90.74828138,8012
"151","Arkansas","Stone",35.86251946,-92.15684085,3326
"152","Arkansas","Union",33.16887091,-92.59746952,10459
"153","Arkansas","Van Buren",35.58095779,-92.51295036,3906
"154","Arkansas","Washington",35.976844,-94.21800746,75498
"155","Arkansas","White",35.25688493,-91.74908296,24793
"156","Arkansas","Woodruff",35.18902527,-91.2439489,2069
"157","Arkansas","Yell",35.00292371,-93.41171338,7281
"158","California","Alameda",37.64629437,-121.8929271,360177
"159","California","Alpine",38.59678594,-119.8223594,134
"160","California","Amador",38.44583082,-120.65696,10742
"161","California","Butte",39.66727762,-121.6005252,47638
"162","California","Calaveras",38.20537103,-120.552913,8924
"163","California","Colusa",39.17881957,-122.2331726,5004
"164","California","Contra Costa",37.91923498,-121.9289527,264535
"165","California","Del Norte",41.74228275,-123.8974063,7724
"166","California","El Dorado",38.77965956,-120.5233166,36035
"167","California","Fresno",36.75733899,-119.6466953,301556
"168","California","Glenn",39.59875897,-122.3938452,7292
"169","California","Humboldt",40.69923009,-123.876044,26184
"170","California","Imperial",33.0393082,-115.3669042,79893
"171","California","Inyo",36.51112084,-117.4111978,5358
"172","California","Kern",35.34329425,-118.7277796,279785
"173","California","Kings",36.07409056,-119.8159973,62678
"174","California","Lake",39.10124298,-122.7536244,13708
"175","California","Lassen",40.67311306,-120.5935099,10862
"176","California","Los Angeles",34.30828379,-118.2282411,3408413
"177","California","Madera",37.21513971,-119.7665589,51394
"178","California","Marin",38.07122463,-122.7210631,49497
"179","California","Mariposa",37.57978556,-119.9073334,4060
"180","California","Mendocino",39.4381191,-123.3911313,20123
"181","California","Merced",37.18922369,-120.7209035,82758
"182","California","Modoc",41.58965602,-120.7244817,1179
"183","California","Mono",37.93899289,-118.8872409,3422
"184","California","Monterey",36.21862405,-121.2413397,113705
"185","California","Napa",38.50735751,-122.332839,33113
"186","California","Nevada",39.30394768,-120.7627281,20440
"187","California","Orange",33.70147516,-117.7645998,717162
"188","California","Placer",39.06167234,-120.7240569,84000
"189","California","Plumas",40.00355989,-120.8395236,4011
"190","California","Riverside",33.74314981,-115.9933578,720398
"191","California","Sacramento",38.45106826,-121.3425374,374386
"192","California","San Benito",36.60308176,-121.069975,16803
"193","California","San Bernardino",34.84060306,-116.1774685,686757
"194","California","San Diego",33.03484597,-116.7365326,980578
"195","California","San Francisco",37.75215114,-122.4385672,187634
"196","California","San Joaquin",37.93433732,-121.2730061,209048
"197","California","San Luis Obispo",35.38822029,-120.4039028,69289
"198","California","San Mateo",37.4228808,-122.3275546,175461
"199","California","Santa Barbara",34.65329488,-120.0188492,110644
"200","California","Santa Clara",37.23104908,-121.6970462,442676
"201","California","Santa Cruz",37.05580291,-122.0066524,65183
"202","California","Shasta",40.76391419,-122.0396884,41600
"203","California","Sierra",39.57713498,-120.5200701,362
"204","California","Siskiyou",41.59198861,-122.5407434,8420
"205","California","Solano",38.26827353,-121.9357113,110878
"206","California","Sonoma",38.52746429,-122.8862506,110148
"207","California","Stanislaus",37.55862499,-120.9970722,156349
"208","California","Sutter",39.03417539,-121.6945899,26304
"209","California","Tehama",40.12570935,-122.2370171,16396
"210","California","Trinity",40.6491767,-123.114713,1746
"211","California","Tulare",36.22026558,-118.8020203,155923
"212","California","Tuolumne",38.02644018,-119.9525093,16160
"213","California","Ventura",34.44465746,-119.0910613,220504
"214","California","Yolo",38.68278902,-121.9018288,50979
"215","California","Yuba",39.26255932,-121.3535644,20230
"216","Colorado","Adams",39.87432092,-104.3362578,155638
"217","Colorado","Alamosa",37.57250606,-105.7885451,5285
"218","Colorado","Arapahoe",39.64977461,-104.3353617,183306
"219","Colorado","Archuleta",37.19474156,-107.0476867,3245
"220","Colorado","Baca",37.31940883,-102.5603223,968
"221","Colorado","Bent",37.95474293,-103.0720195,2716
"222","Colorado","Boulder",40.09313619,-105.3546767,83001
"223","Colorado","Broomfield",39.95998787,-105.0566324,16856
"224","Colorado","Chaffee",38.74745778,-106.1926573,5335
"225","Colorado","Cheyenne",38.82777431,-102.6032558,350
"226","Colorado","Clear Creek",39.68864463,-105.6463118,1829
"227","Colorado","Conejos",37.201606,-106.1917488,2102
"228","Colorado","Costilla",37.27732493,-105.4276548,854
"229","Colorado","Crowley",38.32608609,-103.7844965,3460
"230","Colorado","Custer",38.10883162,-105.3683478,768
"231","Colorado","Delta",38.86246243,-107.8631342,6731
"232","Colorado","Denver",39.76018276,-104.8725695,208291
"233","Colorado","Dolores",37.75208676,-108.5211585,389
"234","Colorado","Douglas",39.33133796,-104.930001,94416
"235","Colorado","Eagle",39.62754308,-106.6933637,17938
"236","Colorado","El Paso",38.83240149,-104.5251411,218672
"237","Colorado","Elbert",39.28656773,-104.1358721,5480
"238","Colorado","Fremont",38.47362326,-105.4399667,17177
"239","Colorado","Garfield",39.59921777,-107.902708,16933
"240","Colorado","Gilpin",39.85646523,-105.5252597,1114
"241","Colorado","Grand",40.10603347,-106.1178042,3845
"242","Colorado","Gunnison",38.66611652,-107.0320729,3740
"243","Colorado","Hinsdale",37.82247444,-107.3004345,154
"244","Colorado","Huerfano",37.68473101,-104.9612585,1650
"245","Colorado","Jackson",40.6659387,-106.3408905,193
"246","Colorado","Jefferson",39.58635604,-105.2517692,149230
"247","Colorado","Kiowa",38.43260896,-102.7392145,356
"248","Colorado","Kit Carson",39.30497777,-102.6022199,1771
"249","Colorado","La Plata",37.28632032,-107.8429014,14623
"250","Colorado","Lake",39.20278823,-106.3555697,2093
"251","Colorado","Larimer",40.66671597,-105.4625784,98477
"252","Colorado","Las Animas",37.3153406,-104.0376458,3946
"253","Colorado","Lincoln",38.98749519,-103.5136649,2330
"254","Colorado","Logan",40.7249637,-103.110817,8099
"255","Colorado","Mesa",39.01787888,-108.469799,47618
"256","Colorado","Mineral",37.66954283,-106.9281698,286
"257","Colorado","Moffat",40.61810999,-108.2070876,3378
"258","Colorado","Montezuma",37.33859579,-108.5958857,6917
"259","Colorado","Montrose",38.40214114,-108.2639022,10448
"260","Colorado","Morgan",40.2627981,-103.8093302,6415
"261","Colorado","Otero",37.9014485,-103.7173385,4871
"262","Colorado","Ouray",38.14717457,-107.7675136,1039
"263","Colorado","Park",39.120926,-105.7182065,3284
"264","Colorado","Phillips",40.59414277,-102.3577703,984
"265","Colorado","Pitkin",39.21720112,-106.9310027,7699
"266","Colorado","Prowers",37.95544985,-102.3926052,2853
"267","Colorado","Pueblo",38.17359144,-104.5127437,55650
"268","Colorado","Rio Blanco",39.97913541,-108.2179009,1995
"269","Colorado","Rio Grande",37.5836865,-106.3847838,3301
"270","Colorado","Routt",40.48596505,-106.9905548,7403
"271","Colorado","Saguache",38.08054629,-106.282466,1394
"272","Colorado","San Juan",37.76248981,-107.6763289,295
"273","Colorado","San Miguel",38.00450883,-108.4020725,2587
"274","Colorado","Sedgwick",40.87595412,-102.3519227,522
"275","Colorado","Summit",39.63803232,-106.1150762,11443
"276","Colorado","Teller",38.88133511,-105.1614893,5549
"277","Colorado","Washington",39.97015535,-103.202587,1136
"278","Colorado","Weld",40.55499405,-104.3929621,98270
"279","Colorado","Yuma",40.00346839,-102.4258673,2157
"280","Connecticut","Fairfield",41.26809896,-73.3881171,239074
"281","Connecticut","Hartford",41.80283011,-72.73103891,211265
"282","Connecticut","Litchfield",41.7937534,-73.2451475,37134
"283","Connecticut","Middlesex",41.45949668,-72.53714864,34681
"284","Connecticut","New Haven",41.4080325,-72.93620426,230291
"285","Connecticut","New London",41.48896435,-72.10430976,65931
"286","Connecticut","Tolland",41.85853803,-72.3308481,24941
"287","Connecticut","Windham",41.82972709,-71.98182316,28957
"288","Delaware","Kent",39.08646628,-75.56884914,58794
"289","Delaware","New Castle",39.57992638,-75.64054974,171986
"290","Delaware","Sussex",38.66143781,-75.39031349,70893
"291","District of Columbia","District of Columbia",38.90417773,-77.01655992,166166
"292","Florida","Alachua",29.67866525,-82.35928158,82414
"293","Florida","Baker",30.33060121,-82.28467476,9783
"294","Florida","Bay",30.26548745,-85.62122584,52693
"295","Florida","Bradford",29.95079741,-82.16611613,8589
"296","Florida","Brevard",28.29409504,-80.73091022,162994
"297","Florida","Broward",26.15184651,-80.48725556,723216
"298","Florida","Calhoun",30.40666734,-85.19394153,4609
"299","Florida","Charlotte",26.90131002,-81.92949121,44225
"300","Florida","Citrus",28.84804315,-82.47614748,35913
"301","Florida","Clay",29.98319144,-81.85609986,62421
"302","Florida","Collier",26.11091986,-81.34687065,98532
"303","Florida","Columbia",30.22509788,-82.62160164,23982
"304","Florida","DeSoto",27.18677893,-81.80941373,10662
"305","Florida","Dixie",29.60631086,-83.15724673,4631
"306","Florida","Duval",30.33225875,-81.66976468,297409
"307","Florida","Escambia",30.67652764,-87.37284571,92727
"308","Florida","Flagler",29.45933576,-81.31508595,26771
"309","Florida","Franklin",29.83791238,-84.82731662,3402
"310","Florida","Gadsden",30.57796289,-84.61915825,16203
"311","Florida","Gilchrist",29.72856978,-82.79880657,5279
"312","Florida","Glades",26.95635849,-81.18996211,2198
"313","Florida","Gulf",29.93543004,-85.2427099,4772
"314","Florida","Hamilton",30.49673973,-82.94998918,4308
"315","Florida","Hardee",27.49293939,-81.80956574,9789
"316","Florida","Hendry",26.55386945,-81.16469006,13095
"317","Florida","Hernando",28.55364461,-82.42700204,50301
"318","Florida","Highlands",27.34254618,-81.34071957,28616
"319","Florida","Hillsborough",27.9276559,-82.32013172,448559
"320","Florida","Holmes",30.86747479,-85.81319222,6045
"321","Florida","Indian River",27.69308961,-80.60556721,39576
"322","Florida","Jackson",30.7954597,-85.21500423,16830
"323","Florida","Jefferson",30.43669112,-83.89442308,4668
"324","Florida","Lafayette",29.98484137,-83.18166636,3023
"325","Florida","Lake",28.76202069,-81.7125123,101468
"326","Florida","Lee",26.58410348,-81.88399313,225825
"327","Florida","Leon",30.45955727,-84.27491114,105101
"328","Florida","Levy",29.31829741,-82.74007147,11873
"329","Florida","Liberty",30.23766008,-84.8829258,2822
"330","Florida","Madison",30.44396917,-83.47398594,6658
"331","Florida","Manatee",27.47196942,-82.31831044,115268
"332","Florida","Marion",29.21227113,-82.05803627,97716
"333","Florida","Martin",27.0772071,-80.43109784,36934
"334","Florida","Miami-Dade",25.6112362,-80.55170587,1438468
"335","Florida","Monroe",25.20904673,-81.07812416,21632
"336","Florida","Nassau",30.61037141,-81.80297522,25875
"337","Florida","Okaloosa",30.69143028,-86.59267105,58455
"338","Florida","Okeechobee",27.3863362,-80.88944347,11846
"339","Florida","Orange",28.51367621,-81.31799498,448604
"340","Florida","Osceola",28.06312234,-81.14882926,135543
"341","Florida","Palm Beach",26.64676272,-80.46536002,444210
"342","Florida","Pasco",28.30810945,-82.40227529,148255
"343","Florida","Pinellas",27.93130349,-82.72239666,256481
"344","Florida","Polk",27.95027105,-81.69732947,241003
"345","Florida","Putnam",29.60779729,-81.74230285,20048
"346","Florida","Santa Rosa",30.6934145,-87.02458128,55711
"347","Florida","Sarasota",27.18546175,-82.33174248,112292
"348","Florida","Seminole",28.7158582,-81.24060348,123657
"349","Florida","St. Johns",29.90096506,-81.43589967,73269
"350","Florida","St. Lucie",27.37763908,-80.47106649,88924
"351","Florida","Sumter",28.70181754,-82.0794267,27104
"352","Florida","Suwannee",30.19746066,-82.9909967,14797
"353","Florida","Taylor",30.04848048,-83.60445406,7706
"354","Florida","Union",30.04412971,-82.37497443,4823
"355","Florida","Volusia",29.05858895,-81.18263252,140376
"356","Florida","Wakulla",30.16548905,-84.39895211,11348
"357","Florida","Walton",30.64204028,-86.16935664,19484
"358","Florida","Washington",30.61359259,-85.66002461,7323
"359","Georgia","Appling",31.74847232,-82.28909114,5122
"360","Georgia","Atkinson",31.29633502,-82.87545866,2385
"361","Georgia","Bacon",31.55456473,-82.45936528,3974
"362","Georgia","Baker",31.32669878,-84.44218806,604
"363","Georgia","Baldwin",33.06882326,-83.24701748,10707
"364","Georgia","Banks",34.35607081,-83.49644388,4325
"365","Georgia","Barrow",33.99148694,-83.71436292,24445
"366","Georgia","Bartow",34.23732119,-84.83887523,33098
"367","Georgia","Ben Hill",31.76095874,-83.22145359,4720
"368","Georgia","Berrien",31.27590016,-83.2252992,5516
"369","Georgia","Bibb",32.80904227,-83.70489165,42692
"370","Georgia","Bleckley",32.43829035,-83.33035166,3667
"371","Georgia","Brantley",31.19576557,-81.97743999,4530
"372","Georgia","Brooks",30.83922642,-83.58303423,3829
"373","Georgia","Bryan",32.00979311,-81.44002948,10369
"374","Georgia","Bulloch",32.39577406,-81.74811421,17181
"375","Georgia","Burke",33.05917989,-81.99928721,5946
"376","Georgia","Butts",33.2830945,-83.9543504,7227
"377","Georgia","Calhoun",31.53169785,-84.62725131,1487
"378","Georgia","Camden",30.92951916,-81.66601818,13046
"379","Georgia","Candler",32.40209349,-82.07702563,2458
"380","Georgia","Carroll",33.58138199,-85.07976677,26519
"381","Georgia","Catoosa",34.89872298,-85.13757014,16217
"382","Georgia","Charlton",30.78371028,-82.13951596,3280
"383","Georgia","Chatham",32.00043026,-81.12489526,74293
"384","Georgia","Chattahoochee",32.34341231,-84.78809239,7655
"385","Georgia","Chattooga",34.47197698,-85.34535662,7318
"386","Georgia","Cherokee",34.24393976,-84.47431861,71403
"387","Georgia","Clarke",33.95436462,-83.37124007,33174
"388","Georgia","Clay",31.62221166,-84.97713865,583
"389","Georgia","Clayton",33.54187245,-84.35594188,73062
"390","Georgia","Clinch",30.91395822,-82.70432472,2370
"391","Georgia","Cobb",33.94243204,-84.5761255,202098
"392","Georgia","Coffee",31.54892966,-82.8549206,11560
"393","Georgia","Colquitt",31.18810588,-83.7677946,12428
"394","Georgia","Columbia",33.54534185,-82.263524,40553
"395","Georgia","Cook",31.16068491,-83.42947229,5426
"396","Georgia","Coweta",33.35334302,-84.76129976,38152
"397","Georgia","Crawford",32.71391813,-83.98061238,2076
"398","Georgia","Crisp",31.92289565,-83.76811843,5326
"399","Georgia","Dade",34.8549167,-85.50490424,3742
"400","Georgia","Dawson",34.44244079,-84.16964071,7837
"401","Georgia","DeKalb",33.76944049,-84.22396017,177697
"402","Georgia","Decatur",30.87967778,-84.57619536,8030
"403","Georgia","Dodge",32.17265114,-83.16948926,5666
"404","Georgia","Dooly",32.15630737,-83.79746561,2692
"405","Georgia","Dougherty",31.53328528,-84.21722377,22554
"406","Georgia","Douglas",33.70291126,-84.77026156,40284
"407","Georgia","Early",31.32155345,-84.90255207,3012
"408","Georgia","Echols",30.71101099,-82.89687287,1008
"409","Georgia","Effingham",32.36616021,-81.34280942,15332
"410","Georgia","Elbert",34.11302332,-82.83936148,4952
"411","Georgia","Emanuel",32.59221302,-82.30239915,6469
"412","Georgia","Evans",32.15328841,-81.8870105,2714
"413","Georgia","Fannin",34.86430205,-84.316964,5547
"414","Georgia","Fayette",33.41357794,-84.49089434,26987
"415","Georgia","Floyd",34.26268279,-85.21577392,30290
"416","Georgia","Forsyth",34.22604035,-84.1231513,62536
"417","Georgia","Franklin",34.37525597,-83.23159927,5770
"418","Georgia","Fulton",33.79216944,-84.46319413,257127
"419","Georgia","Gilmer",34.69316688,-84.45802506,7756
"420","Georgia","Glascock",33.22879932,-82.61297636,661
"421","Georgia","Glynn",31.23279254,-81.53811412,25941
"422","Georgia","Gordon",34.50487351,-84.87296253,18696
"423","Georgia","Grady",30.87454847,-84.23418364,6524
"424","Georgia","Greene",33.5769205,-83.17139104,4424
"425","Georgia","Gwinnett",33.96044201,-84.02137802,239160
"426","Georgia","Habersham",34.63331566,-83.53094677,10924
"427","Georgia","Hall",34.32207823,-83.81896936,59568
"428","Georgia","Hancock",33.2721566,-82.99766919,1848
"429","Georgia","Haralson",33.79602175,-85.21005667,5964
"430","Georgia","Harris",32.73709786,-84.90538572,6706
"431","Georgia","Hart",34.34626973,-82.96567682,5230
"432","Georgia","Heard",33.29686567,-85.12886832,2415
"433","Georgia","Henry",33.4533428,-84.1481466,66688
"434","Georgia","Houston",32.45802497,-83.66879087,46502
"435","Georgia","Irwin",31.60213036,-83.27501387,2095
"436","Georgia","Jackson",34.13794553,-83.56814788,23265
"437","Georgia","Jasper",33.31535543,-83.68844964,3512
"438","Georgia","Jeff Davis",31.80405727,-82.6372487,4259
"439","Georgia","Jefferson",33.05867328,-82.41609057,4009
"440","Georgia","Jenkins",32.79248718,-81.96040187,1676
"441","Georgia","Johnson",32.70211082,-82.66166794,2468
"442","Georgia","Jones",33.02512137,-83.56019163,5685
"443","Georgia","Lamar",33.07841647,-84.14263877,5464
"444","Georgia","Lanier",31.0382857,-83.06472457,2573
"445","Georgia","Laurens",32.46325233,-82.92221316,15303
"446","Georgia","Lee",31.7793306,-84.14324253,8212
"447","Georgia","Liberty",31.82588896,-81.49251135,14584
"448","Georgia","Lincoln",33.79201475,-82.45024131,1748
"449","Georgia","Long",31.75218791,-81.74952375,3253
"450","Georgia","Lowndes",30.83568832,-83.27056716,35046
"451","Georgia","Lumpkin",34.57286511,-84.00425681,8210
"452","Georgia","Macon",32.35207048,-84.04234127,2513
"453","Georgia","Madison",34.12920917,-83.21218732,7566
"454","Georgia","Marion",32.3483402,-84.52733571,1757
"455","Georgia","McDuffie",33.47851918,-82.48252774,5769
"456","Georgia","McIntosh",31.49683595,-81.40163426,2724
"457","Georgia","Meriwether",33.04163534,-84.68859732,5112
"458","Georgia","Miller",31.16568912,-84.73151117,1904
"459","Georgia","Mitchell",31.22483255,-84.19381821,5930
"460","Georgia","Monroe",33.014289,-83.92097166,6616
"461","Georgia","Montgomery",32.17201038,-82.53527476,2205
"462","Georgia","Morgan",33.59232073,-83.49129491,4986
"463","Georgia","Murray",34.78897608,-84.74993177,12738
"464","Georgia","Muscogee",32.50931999,-84.87142262,42835
"465","Georgia","Newton",33.55514538,-83.8454714,28263
"466","Georgia","Oconee",33.83749973,-83.43679568,9591
"467","Georgia","Oglethorpe",33.8786296,-83.08278123,3539
"468","Georgia","Paulding",33.91969522,-84.86848792,43431
"469","Georgia","Peach",32.56934316,-83.82937,7438
"470","Georgia","Pickens",34.46589159,-84.46406611,9390
"471","Georgia","Pierce",31.35928155,-82.21598442,6199
"472","Georgia","Pike",33.09310242,-84.38790389,6096
"473","Georgia","Polk",34.00267074,-85.18677781,13135
"474","Georgia","Pulaski",32.23334561,-83.4754996,2480
"475","Georgia","Putnam",33.32056115,-83.37552891,4973
"476","Georgia","Quitman",31.86728114,-85.01773177,498
"477","Georgia","Rabun",34.88389445,-83.40304637,3922
"478","Georgia","Randolph",31.76622818,-84.75732369,1690
"479","Georgia","Richmond",33.35777107,-82.07026432,56754
"480","Georgia","Rockdale",33.65145002,-84.02202167,21854
"481","Georgia","Schley",32.2654021,-84.31258912,1316
"482","Georgia","Screven",32.74976524,-81.60779441,2969
"483","Georgia","Seminole",30.93464824,-84.86823924,2337
"484","Georgia","Spalding",33.26310031,-84.28013991,18093
"485","Georgia","Stephens",34.55151201,-83.29405315,6813
